0.033235,0.033327,0.033293,0.033270,0.033307,0.033336,0.033350,0.033370,0.033377,0.033354,0.033347,0.033318,0.033293,0.033298,0.033340,0.033301,0.033302,0.033299,0.033303,0.033330,0.033350,0.033289,0.033700,0.033343,0.033333,0.033342,0.033341,0.033341,0.033326,0.033284
0.033256,0.033335,0.033288,0.033289,0.033342,0.033364,0.033348,0.033345,0.033346,0.033346,0.033346,0.033319,0.033278,0.033284,0.033329,0.033287,0.033285,0.033283,0.033289,0.033317,0.033338,0.033278,0.033699,0.033329,0.033325,0.033355,0.033371,0.033373,0.033353,0.033303
0.033357,0.033336,0.033337,0.033306,0.033276,0.033330,0.033332,0.033330,0.033338,0.033358,0.033355,0.033303,0.033291,0.033297,0.033337,0.033295,0.033292,0.033294,0.033300,0.033322,0.033349,0.033292,0.033709,0.033339,0.033329,0.033333,0.033333,0.033336,0.033319,0.033273
0.033309,0.033310,0.033280,0.033305,0.033308,0.033334,0.033334,0.033350,0.033355,0.033352,0.033347,0.033283,0.033289,0.033296,0.033340,0.033296,0.033294,0.033292,0.033295,0.033322,0.033353,0.033291,0.033722,0.033341,0.033329,0.033344,0.033351,0.033356,0.033338,0.033286
0.033309,0.033307,0.033282,0.033314,0.033305,0.033283,0.033292,0.033315,0.033331,0.033363,0.033359,0.033301,0.033293,0.033297,0.033341,0.033295,0.033304,0.033297,0.033291,0.033328,0.033366,0.033301,0.033763,0.033342,0.033339,0.033353,0.033353,0.033357,0.033337,0.033278
0.033424,0.033341,0.033392,0.033307,0.033305,0.033322,0.033338,0.033327,0.033325,0.033297,0.033306,0.033281,0.033403,0.033398,0.033328,0.033390,0.033363,0.033397,0.033376,0.033368,0.033331,0.033409,0.032977,0.033354,0.033332,0.033314,0.033314,0.033310,0.033317,0.033353
0.033417,0.033323,0.033445,0.033325,0.033294,0.033291,0.033310,0.033272,0.033271,0.033301,0.033304,0.033374,0.033495,0.033482,0.033328,0.033473,0.033459,0.033483,0.033434,0.033397,0.033307,0.033500,0.032427,0.033367,0.033359,0.033301,0.033278,0.033266,0.033303,0.033416
0.033407,0.033302,0.033441,0.033419,0.033371,0.033316,0.033298,0.033266,0.033263,0.033273,0.033277,0.033347,0.033531,0.033512,0.033325,0.033505,0.033489,0.033520,0.033464,0.033411,0.033289,0.033537,0.032193,0.033372,0.033352,0.033281,0.033259,0.033248,0.033294,0.033439
0.033413,0.033327,0.033433,0.033425,0.033406,0.033309,0.033284,0.033251,0.033249,0.033265,0.033274,0.033397,0.033556,0.033536,0.033327,0.033530,0.033503,0.033543,0.033486,0.033421,0.033291,0.033560,0.031988,0.033381,0.033346,0.033264,0.033244,0.033236,0.033291,0.033464
0.033527,0.033316,0.033465,0.033570,0.033394,0.033291,0.033294,0.033257,0.033233,0.033245,0.033249,0.033477,0.033598,0.033573,0.033311,0.033565,0.033546,0.033575,0.033536,0.033398,0.033250,0.033609,0.031421,0.033328,0.033349,0.033263,0.033249,0.033234,0.033314,0.033562
0.033560,0.033332,0.033470,0.033510,0.033400,0.033295,0.033297,0.033261,0.033235,0.033259,0.033267,0.033490,0.033578,0.033554,0.033309,0.033545,0.033527,0.033554,0.033520,0.033381,0.033250,0.033590,0.031521,0.033319,0.033348,0.033269,0.033255,0.033239,0.033315,0.033552
0.033335,0.033352,0.033388,0.033325,0.033347,0.033346,0.033307,0.033316,0.033318,0.033322,0.033318,0.033320,0.033416,0.033410,0.033326,0.033406,0.033391,0.033409,0.033389,0.033387,0.033329,0.033411,0.032823,0.033362,0.033348,0.033321,0.033310,0.033301,0.033314,0.033352
0.033350,0.033354,0.033362,0.033380,0.033375,0.033350,0.033348,0.033329,0.033317,0.033295,0.033303,0.033366,0.033383,0.033386,0.033324,0.033400,0.033386,0.033385,0.033346,0.033390,0.033282,0.033351,0.032963,0.033367,0.033329,0.033308,0.033299,0.033294,0.033315,0.033364
0.033341,0.033357,0.033384,0.033407,0.033377,0.033353,0.033359,0.033342,0.033336,0.033303,0.033308,0.033383,0.033353,0.033362,0.033301,0.033384,0.033395,0.033341,0.033308,0.033380,0.033285,0.033340,0.032989,0.033330,0.033325,0.033315,0.033309,0.033310,0.033335,0.033389
0.033435,0.033364,0.033454,0.033437,0.033437,0.033388,0.033383,0.033369,0.033352,0.033323,0.033334,0.033447,0.033292,0.033297,0.033333,0.033289,0.033317,0.033286,0.033360,0.033256,0.033316,0.033309,0.032876,0.033226,0.033330,0.033339,0.033336,0.033329,0.033359,0.033426
