294.666502,295.485782,295.186084,294.977938,295.305585,295.564916,295.691406,295.860526,295.922664,295.719026,295.662535,295.404503,295.180569,295.228773,295.596747,295.255029,295.260955,295.235965,295.272857,295.506366,295.689320,295.149921,298.791367,295.624155,295.538879,295.620704,295.603749,295.606541,295.477634,295.102891
311.681887,312.425387,311.985676,311.993096,312.494409,312.696781,312.544828,312.515295,312.531224,312.529686,312.524202,312.271033,311.891281,311.951146,312.369566,311.974674,311.960826,311.939484,311.991442,312.260663,312.449297,311.890990,315.834452,312.368293,312.331949,312.615954,312.763610,312.778499,312.595395,312.125813
275.855782,275.679521,275.691841,275.435097,275.185058,275.630356,275.645203,275.633864,275.693209,275.860963,275.840858,275.409900,275.309076,275.359245,275.685109,275.344312,275.317447,275.334181,275.380867,275.564827,275.783140,275.316530,278.764417,275.704544,275.622383,275.656912,275.653068,275.678067,275.538429,275.156203
340.786845,340.802331,340.496068,340.749218,340.779127,341.042671,341.046053,341.208255,341.260023,341.230181,341.172778,340.527608,340.581056,340.657913,341.103094,340.656434,340.639190,340.610744,340.641329,340.919843,341.235191,340.608998,345.013916,341.113132,340.991341,341.143476,341.214754,341.274731,341.082971,340.550261
284.452958,284.441318,284.225386,284.495019,284.420281,284.235874,284.313848,284.510534,284.646172,284.914017,284.885784,284.387990,284.316871,284.355117,284.726297,284.334665,284.416873,284.355491,284.301602,284.620139,284.945704,284.390466,288.335394,284.740137,284.712267,284.834132,284.835273,284.867604,284.693504,284.192002
61.207831,61.055493,61.148796,60.992788,60.988912,61.020658,61.049138,61.029389,61.024854,60.975186,60.990035,60.944421,61.167903,61.159706,61.031345,61.144987,61.095905,61.157674,61.118347,61.104073,61.037427,61.178628,60.389158,61.079498,61.038180,61.005538,61.005809,60.998226,61.011614,61.077486
36.627687,36.524978,36.658763,36.527160,36.493355,36.489441,36.510824,36.468827,36.468066,36.500877,36.504023,36.580328,36.713347,36.698931,36.530891,36.688812,36.673479,36.700604,36.646588,36.605786,36.507014,36.718527,35.542797,36.573142,36.564540,36.500587,36.475512,36.462370,36.502653,36.627222
29.569498,29.476484,29.599378,29.579955,29.537122,29.488897,29.472577,29.444629,29.441984,29.450275,29.453821,29.516133,29.678697,29.661875,29.497047,29.656029,29.642321,29.669303,29.619634,29.572936,29.465242,29.684108,28.494847,29.538375,29.520816,29.457648,29.438155,29.428616,29.468920,29.597945
26.267394,26.199441,26.282549,26.276528,26.261295,26.185571,26.166040,26.139485,26.138520,26.150923,26.157838,26.254786,26.379847,26.363736,26.199264,26.359189,26.337787,26.369655,26.324504,26.273050,26.170917,26.382702,25.146890,26.241641,26.214483,26.149902,26.134613,26.128036,26.171213,26.307010
17.495137,17.384637,17.462730,17.517275,17.425622,17.371943,17.373565,17.354160,17.341318,17.347627,17.350044,17.468840,17.532010,17.518912,17.382146,17.514653,17.504961,17.520027,17.499425,17.427439,17.350176,17.537597,16.396053,17.390805,17.401943,17.357336,17.349963,17.341769,17.383887,17.513019
18.440963,18.316120,18.391516,18.413766,18.353531,18.295614,18.296487,18.276966,18.262441,18.275873,18.280103,18.402518,18.451103,18.438025,18.303489,18.433105,18.422799,18.438152,18.419126,18.342745,18.271041,18.457465,17.320698,18.308493,18.324728,18.281025,18.273612,18.264569,18.306479,18.436595
70.079082,70.116568,70.192230,70.058137,70.104823,70.104096,70.021801,70.040746,70.044492,70.053375,70.043582,70.048741,70.249461,70.237505,70.060866,70.229249,70.197033,70.234714,70.193602,70.189518,70.067287,70.240592,69.002772,70.137632,70.107868,70.050455,70.027794,70.009584,70.036861,70.116773
47.744242,47.750116,47.761398,47.786557,47.779014,47.743254,47.740847,47.713783,47.696727,47.665304,47.677193,47.766380,47.791261,47.794985,47.706098,47.814959,47.795660,47.793511,47.738315,47.800457,47.646323,47.745118,47.190519,47.768013,47.713128,47.684210,47.671538,47.662972,47.694184,47.763451
41.792095,41.811970,41.845878,41.875356,41.837389,41.806589,41.814098,41.793837,41.785708,41.744122,41.750733,41.844770,41.806947,41.818700,41.741657,41.845347,41.859167,41.791729,41.750229,41.841044,41.721183,41.790590,41.351027,41.778056,41.772470,41.758798,41.752313,41.753588,41.784656,41.851745
29.956091,29.892643,29.973228,29.957623,29.958429,29.914404,29.909799,29.897161,29.881801,29.856189,29.865652,29.967157,29.828219,29.832581,29.864671,29.825726,29.850117,29.823081,29.889138,29.795727,29.849567,29.843250,29.455707,29.768725,29.861925,29.870349,29.867856,29.861242,29.888191,29.947872
34.731287,34.730489,34.746959,34.746539,34.738857,34.715913,34.718592,34.702277,34.689673,34.657200,34.663108,34.761939,34.649625,34.626252,34.628533,34.636452,34.683744,34.644806,34.684746,34.599934,34.613911,34.628447,34.283961,34.593073,34.666308,34.670281,34.668931,34.671305,34.700501,34.771062
29.524192,29.515716,29.375723,29.446123,29.455541,29.399715,29.406067,29.360495,29.349087,29.377726,29.381619,29.454955,29.452914,29.430433,29.371523,29.428052,29.462563,29.449123,29.432600,29.340164,29.368721,29.477311,28.872425,29.361640,29.416920,29.399232,29.391079,29.388955,29.429459,29.540864
48.494701,48.481183,48.497041,48.517092,48.514558,48.472806,48.462183,48.438361,48.418250,48.390162,48.402344,48.497233,48.471086,48.450023,48.419505,48.466226,48.435766,48.477518,48.494967,48.459709,48.364334,48.395570,47.891212,48.441351,48.419074,48.400065,48.389009,48.384059,48.424223,48.502899
45.165170,45.142499,45.178456,45.228668,45.159633,45.148958,45.128798,45.107460,45.084132,45.069452,45.077854,45.184995,45.153345,45.118439,45.155077,45.131269,45.132599,45.150110,45.204831,45.098018,45.017924,45.088991,44.480090,45.104763,45.096325,45.075390,45.066517,45.063259,45.100182,45.176311
46.792724,46.662488,46.800640,46.872065,46.815600,46.759958,46.747810,46.726563,46.699830,46.661749,46.673212,46.776426,46.744020,46.742321,46.783002,46.728099,46.742408,46.724834,46.711751,46.675672,46.752471,46.761437,46.151896,46.689553,46.681206,46.666548,46.657281,46.653338,46.694503,46.773159
33.301034,33.294729,33.316859,33.309672,33.317412,33.278949,33.279302,33.264592,33.253605,33.224993,33.234170,33.314179,33.242748,33.243365,33.247622,33.258475,33.279923,33.244037,33.260798,33.247150,33.223571,33.235377,32.808373,33.198059,33.247088,33.242823,33.234993,33.229352,33.262600,33.333021
37.602806,37.587269,37.618980,37.613836,37.606746,37.573256,37.570883,37.553404,37.539365,37.511717,37.519897,37.619595,37.501690,37.489163,37.504881,37.491840,37.499787,37.498563,37.579514,37.463481,37.474630,37.465974,37.091184,37.448077,37.518882,37.523321,37.521949,37.520842,37.551865,37.623138
18.482421,18.462025,18.524533,18.507089,18.588621,18.488652,18.481914,18.469981,18.450221,18.441602,18.447050,18.484905,18.588429,18.575120,18.490151,18.585377,18.551866,18.584272,18.570036,18.554508,18.489721,18.587676,17.903399,18.519853,18.509165,18.469834,18.465531,18.471789,18.487602,18.542704
25.285962,25.262641,25.309226,25.274979,25.284314,25.257695,25.260727,25.251678,25.241240,25.210937,25.216266,25.313764,25.090604,25.079990,25.175899,25.082510,25.142460,25.086061,25.212821,25.040704,25.161802,25.110451,24.921043,25.033483,25.193334,25.222921,25.226374,25.226136,25.253688,25.312927
24.657210,24.609227,24.650149,24.627862,24.585387,24.552892,24.564108,24.550499,24.533995,24.540164,24.548835,24.636716,24.640140,24.631241,24.554469,24.622139,24.638569,24.631796,24.646673,24.562809,24.549620,24.655756,23.898813,24.532337,24.564990,24.554343,24.551472,24.546966,24.577647,24.665345
22.110128,22.055563,22.082376,22.079012,22.042288,21.996871,22.006473,21.991782,21.974584,21.982196,21.990620,22.081773,22.128934,22.118769,22.017348,22.109943,22.117387,22.120040,22.119126,22.045282,22.006889,22.144783,21.253268,22.010447,22.030321,22.007882,22.001087,21.992327,22.023736,22.120643
21.312421,21.243415,21.262924,21.290684,21.256198,21.202382,21.208743,21.191965,21.174656,21.176856,21.185131,21.275018,21.362522,21.351947,21.229162,21.344020,21.340478,21.352919,21.336975,21.275899,21.213960,21.376566,20.387345,21.237337,21.248960,21.212905,21.202389,21.191582,21.223227,21.326707
20.501122,20.411046,20.444456,20.483690,20.440228,20.388482,20.392921,20.372901,20.355904,20.362094,20.369643,20.469307,20.559791,20.549536,20.412265,20.541102,20.530732,20.548781,20.523447,20.467917,20.395878,20.573051,19.552291,20.428857,20.433858,20.394150,20.387804,20.381521,20.413048,20.518582
20.591244,20.477500,20.530076,20.568373,20.519543,20.470300,20.471899,20.449881,20.432825,20.444221,20.450243,20.551503,20.651036,20.640892,20.490816,20.631520,20.616997,20.639209,20.602233,20.555033,20.474050,20.664521,19.622902,20.516256,20.512585,20.471239,20.468481,20.465627,20.495584,20.598770
20.823584,20.701420,20.760083,20.798804,20.751121,20.702108,20.703065,20.680706,20.663432,20.675308,20.680827,20.782586,20.885469,20.875357,20.721462,20.865806,20.850200,20.873617,20.832479,20.789107,20.703691,20.898607,19.851784,20.750275,20.744085,20.702039,20.699482,20.696530,20.725544,20.827581
